id etudiant;reussite;note de smestre1;heures-etudie;absences;age
S0089;yes;17.69;2.4500079381260527;9.990430805813284;16
S0090;yes;10.08;4.295990607519913;15.52154391623371;19
S0091;no;3.22;1.816350644623041;15.829892651258312;18
S0092;yes;14.82;2.876162990072616;10.303787814462725;20
S0093;yes;15.23;4.203754886165721;6.093037192883152;20
S0094;yes;11.53;1.720634590930477;13.961219050870788;18
S0095;yes;15.51;1.4394524549631318;9.53614717647185;16
S0096;yes;9.9;4.534735870751959;15.516343012099512;17
S0097;yes;10.98;2.371718651036784;12.79401689243867;17
S0098;yes;9.15;3.735480499636128;17.81767834006694;16
S0099;no;1.4;1.101394417055754;20.869570559656097;20
S0100;yes;2.9;3.7601875536377984;22.10712754116236;16
S0101;yes;1.09;2.264405246187882;17.833040613829255;16
S0102;yes;12.94;1.222963414349767;9.457883495723893;17
S0103;yes;6.81;3.439251046192468;20.00326208641137;17
S0104;yes;10.38;1.963215264292693;9.672438632733908;17
S0105;yes;18.19;2.54722896820752;1.2774231674665657;17
S0106;yes;5.79;1.3223232491460544;16.45721588236212;19
S0107;yes;9.31;1.5886530043797813;15.960020458821704;18
S0108;yes;15.39;2.191908941983375;2.550345367525459;19
S0109;no;5.36;1.3590380022406283;20.15144647024646;16
S0110;yes;2.36;4.643305058745261;18.891260072681355;16
S0111;yes;5.87;1.0241881727359137;15.56686184085588;20
S0112;yes;3.98;2.9354408754572456;14.420338249126402;17
S0113;yes;18.68;1.4929898325302058;6.317309842472646;19
S0114;yes;17.08;2.230716357911794;10.134929520460396;19
S0115;yes;12.95;4.704238239273062;13.668659273951562;18
S0116;yes;17.64;1.6467782130959474;8.87197143553422;16
S0117;yes;16.25;4.86332927887333;11.46682734500004;19
S0118;yes;4.12;1.8231775079576868;17.315098390855297;16
S0119;yes;18.3;3.9662644338673183;9.13780422041402;19
S0120;yes;11.44;3.186709059589247;16.319138656884185;19
S0121;yes;16.57;4.537914910387037;5.759833395556882;20
S0122;yes;17.75;3.215973022012524;8.922925934624566;17
S0123;yes;7.4;3.1382368766252347;18.79779423157516;20
S0124;no;2.59;1.7818320014735995;18.9074338739633;18
S0125;yes;5.44;1.664917448206635;16.69496260012916;17
S0126;yes;9.72;4.665956604462057;18.49343472033656;18
S0127;yes;16.23;2.3113527954001363;7.923177800751311;17
S0128;yes;17.18;2.488329019851584;10.782848401950936;17
S0129;yes;1.07;4.039294633713554;15.626836182219158;18
S0130;yes;10.51;2.3552939296912294;11.667323309366637;18
S0131;yes;8.42;4.808249786556011;15.260348681977575;16
S0132;yes;5.17;3.951711075995201;18.80893703182084;18
S0133;yes;2.88;3.38971697029368;18.614270468070927;20
S0134;yes;7.5;4.5235806421790095;13.82581453924189;16
S0135;yes;18.64;1.198423633397931;7.098726892665852;17
S0136;yes;7.55;2.028250768756835;16.09885670255676;18
S0137;yes;10.58;2.86014533688364;12.720703223983977;17
S0138;yes;14.24;1.907914157886084;11.843136643283684;17
S0139;yes;8.1;3.975620749208608;15.858107784392304;18
S0140;yes;19.1;4.676832124214901;11.852477459849297;17
S0141;yes;19.36;2.6950804797236936;4.332034117415056;19
S0142;yes;6.11;2.36853040044758;15.790998981596836;16
S0143;yes;9.92;4.846202928550265;15.096472654063277;18
S0144;yes;6.71;2.779409731310164;11.116085786631317;20
S0145;yes;6.43;2.956193601797133;15.865902001328855;20
S0146;yes;1.85;2.406599489367621;22.08316340381316;17
S0147;yes;12.18;4.6381938920485535;9.476646854100274;19
S0148;yes;10.11;3.275821933127403;12.093042889329991;19
S0149;yes;2.05;4.048698348726578;18.305717206602097;19
S0150;yes;6.32;4.247226873403545;17.233000128375565;19
S0151;yes;18.33;2.3673961676690327;6.385104758513428;19
S0152;yes;5.59;2.73477732528152;17.360419728881872;16
S0153;yes;3.47;4.393887097625059;16.61784187963108;16
S0154;yes;10.33;2.453021406703241;18.032385681210105;17
S0155;yes;19.82;4.175740533807405;7.531989913427225;17
S0156;yes;5.32;4.763969290297748;12.36635227219638;16
S0157;yes;14.3;3.492841492272028;12.675804861669924;20
S0158;yes;15.6;3.966509149807556;11.0373260329631;20
S0159;yes;5.09;4.22038924816454;17.852387116229444;20
S0160;yes;15.01;4.38015859558657;13.02404054630854;18
S0161;yes;7.64;2.580213351427184;20.4636838656809;16
S0162;yes;13.22;1.205053836703993;11.882260825647316;17
S0163;yes;13.36;2.607505084946958;10.949317916833555;18
S0164;yes;10.9;3.695024919136359;12.7643607653187;20
S0165;yes;2.92;2.801401543123171;19.120712066621603;17
S0166;yes;16.98;3.995852603441594;8.406988508522005;18
S0167;yes;7.28;2.4279297178746555;13.03217042776172;18
S0168;no;5.04;3.538976564416118;17.91148594682504;16
S0169;no;1.62;1.7456792194158983;20.87454824634017;16
S0170;yes;11.97;3.997477746579828;12.57803574338189;16
S0171;yes;13.58;3.1827838752521034;9.235123125276672;16
S0172;no;1.0;1.8162575541864023;16.241850155883853;16
S0173;yes;10.67;2.167644693991229;14.529079796307832;16
S0174;yes;5.34;3.9944348343273295;16.638348623456146;17
S0175;yes;13.31;2.9304049426460828;10.282980527030162;17
S0176;yes;4.49;1.8641257615722888;20.08390661800343;17
S0177;yes;14.11;4.86908476148119;10.448563183058797;20
S0178;yes;8.73;3.860500079267552;18.346573631722844;19
S0179;yes;18.72;4.828539330159185;11.5425884142184;16
S0180;yes;4.35;2.708420181441373;17.192220998261952;20
S0181;yes;7.61;2.900401362766882;16.270024526385903;20
S0182;yes;2.82;4.591820864740077;17.93403806388885;20
S0183;yes;18.25;3.1001973609815385;7.330200191190627;16
S0184;yes;17.81;3.8291156476226687;10.377584012671;16
S0185;yes;5.77;2.00869150998212;16.566438373827452;16
S0186;yes;13.73;2.786905874810562;14.007972629567178;16
S0187;yes;16.66;1.4937994632414204;5.285763852229778;16
S0188;yes;11.49;1.8239201435078467;15.7559147026573;18
S0189;yes;10.77;1.0037736610705243;13.206767725026369;17
S0190;yes;5.07;1.157060206594641;19.28020997023691;19
S0191;yes;2.56;4.909135292707717;17.293784009266894;18
S0192;yes;18.3;1.9694147805470488;8.491861756345514;18
S0193;yes;18.17;3.653242838016008;8.915918513057235;16
S0194;yes;12.63;4.356398795198446;9.161851099863682;19
S0195;yes;7.44;3.202641836946257;15.264763893886482;18
S0196;no;7.69;1.6125780003358248;13.906757234235997;17
S0197;yes;14.51;3.9124657493446655;12.471424256827872;18
S0198;yes;18.09;3.401005640398332;11.17677628547083;18
S0199;yes;17.87;3.9250023573895;7.534541761254303;20
S0200;yes;15.46;4.078986491428349;10.0738271331945;19
S0201;yes;13.28;4.90164147073898;9.605978184243682;19
S0202;yes;2.69;3.29425312010684;19.04284661297445;18
S0203;yes;4.32;2.366564450762408;17.264916833112487;17
S0204;yes;18.38;3.5938582276009483;11.703336232605771;16
S0205;yes;12.08;1.2737628369705043;6.940508080645003;16
S0206;yes;1.0;4.589589273286345;20.284145502851423;18
S0207;yes;3.0;1.4775240453527871;16.860798859744058;16
S0208;yes;13.73;2.311371351543273;12.967079850313304;19
S0209;no;1.16;4.262981522504484;19.16037846657114;19
S0210;yes;5.14;3.389249513322848;21.04600120182126;17
S0211;yes;11.56;2.5745420811097683;11.324740800560264;17
S0212;yes;14.46;2.8937426375000856;11.37637624269005;18
S0213;yes;13.65;4.418189572808721;10.962556422000326;20
S0214;yes;5.39;2.360017544239569;15.17136191959206;16
S0215;yes;14.42;4.478598739248685;13.28888648452208;17
S0216;yes;5.67;1.352537723906766;18.44905437345099;17
S0217;yes;6.89;4.107193748834523;14.382443447593149;19
S0218;yes;15.09;4.390190532218945;4.490189493260303;20
S0219;yes;13.17;1.727270611349355;11.412753474754505;20
S0220;yes;17.15;2.7213861294888018;6.8453378108952165;18
S0221;yes;14.16;1.6619990986546225;11.225251405516474;17
S0222;yes;11.2;3.826416515976871;7.330142717246517;20
S0223;yes;2.91;3.141391072246627;23.08002610977687;16
S0224;yes;7.45;3.541293386833284;14.707355096259391;20
S0225;no;5.83;1.7859478678248446;20.41732752828144;20
S0226;yes;5.9;1.846983448209678;22.9115713298794;17
S0227;yes;19.51;1.1659893020396257;5.877449739359328;20
S0228;yes;8.09;2.288270140782919;14.2461617954634;20
S0229;yes;17.73;3.2389786453347;8.446452210670195;17
S0230;yes;13.17;4.431739655989315;11.58732911763702;20
S0231;yes;15.87;3.667709789834723;1.325595991124196;17
S0232;yes;10.57;2.7415852935990057;13.734177814882194;17
S0233;yes;11.94;4.812480457576552;10.79226068326237;18
S0234;yes;10.12;3.876980802303328;14.851293759025324;18
S0235;yes;5.28;4.7206608114502;16.577327480175384;19
S0236;yes;14.9;3.1103518930886627;10.661867602793343;17
S0237;yes;5.67;2.0356170991725584;17.165676223262558;18
S0238;yes;1.43;1.211306745458888;15.1184091310667;17
S0239;yes;13.04;3.904339405935402;8.18179352331559;16
S0240;yes;4.55;1.4852119920221365;17.222861539655;20
S0241;yes;18.63;2.2111005130878687;12.829224305007344;19
S0242;yes;19.09;3.1298836315355896;7.786005124345849;17
S0243;yes;18.53;3.2576663511189907;0.6630457234561149;20
S0244;yes;8.24;3.402332787948544;15.486972038086904;20
S0245;no;1.0;1.6650213213988023;17.029427592593926;16
S0246;yes;18.54;2.518949619286595;3.63076375953726;17
S0247;yes;8.94;3.468776908467867;13.565058170996991;17
S0248;yes;19.17;4.8792754585351386;8.813050317819922;19
S0249;yes;19.84;3.9105245507987534;12.838506144479991;18
S0250;yes;17.32;4.690415028375831;6.560711965801424;20
S0251;yes;6.16;4.048848233256708;17.98821774110207;19
S0252;yes;8.54;3.3668678755696018;14.264530102004294;17
S0253;yes;17.8;1.7680934765453782;11.42142161561663;18
S0254;yes;7.27;3.666742607570052;16.305416280276688;19
S0255;yes;3.69;3.4935182638396283;17.58517709581359;20
S0256;yes;11.4;3.409876681829066;11.67249868858694;17
S0257;yes;19.17;2.959143471952963;9.914927323670298;17
S0258;yes;13.99;3.1146264159571024;7.437312923815739;17
S0259;yes;11.93;2.3377701084724163;13.653895873101163;18
S0260;yes;3.0;3.0772507705692127;22.849996861785044;19
S0261;yes;12.38;1.790223622713913;11.816209182795076;16
S0262;yes;19.8;4.220697589441507;6.300821288500224;17
S0263;yes;2.61;1.7431078187948312;17.672371207568396;19
S0264;yes;10.5;1.3398651595578657;9.467636270785924;18
S0265;yes;17.59;2.744984105428629;8.527242352830264;19
S0266;yes;14.68;3.633229758024248;10.11348056680162;16
S0267;yes;14.71;2.750867299734165;13.173994514397805;17
S0268;yes;13.9;2.1070165278052344;8.289460087957501;17
S0269;yes;7.64;3.232684735561763;14.596224010533106;20
S0270;yes;6.56;2.3880093416488;17.01318145959862;18
S0271;yes;16.8;4.731470760506532;13.632970845834096;19
S0272;yes;15.95;4.690580558414288;5.249910335523538;17
S0273;yes;17.82;3.009487279888382;11.146955530663718;19
S0274;yes;18.35;2.311535976073034;8.921137425772784;20
S0275;yes;10.38;3.948529655826557;12.073180737972097;19
S0276;yes;10.63;1.1468517739322666;16.095545769592725;18
S0277;yes;16.21;2.899076024174605;12.757215734839704;19
S0278;yes;13.14;2.345293577081334;16.372864908557396;19
S0279;yes;14.34;4.682143540410219;8.54546305544249;17
S0280;yes;15.99;1.0480121090907302;10.420816407069417;16
S0281;yes;17.94;3.2112595028733963;0.4442513188251453;16
S0282;yes;7.56;3.962654324266504;17.838454257368568;17
S0283;yes;8.56;2.940071950096165;17.13936195977307;16
S0284;no;2.33;1.3416121206508866;20.12123075290156;19
S0285;yes;12.59;4.889845560111609;11.44081142345638;17
S0286;no;1.01;3.072041725504392;20.681302082258068;20
S0287;yes;9.76;3.456744977276045;12.067196715672388;19
S0288;yes;11.45;1.9464391308300293;14.985107247742462;16
S0289;yes;6.47;2.9339923404272152;19.51403707939504;16
S0290;yes;12.01;2.7165979678332874;16.37157951569887;19
S0291;no;1.43;1.299583368007935;25.13955698318106;16
S0292;yes;1.48;1.424641414189869;20.78163495338594;18
S0293;yes;16.44;4.349890078475099;9.441693071912752;19
S0294;yes;8.04;1.959279808826361;16.625971249303092;19
S0295;yes;3.44;1.7798330859945222;15.14440345806868;16
S0296;yes;10.68;3.019645805000557;9.7490796502261;17
S0297;yes;15.88;4.074988525450052;10.249596113505357;19
S0298;no;5.12;1.2477860743159517;21.51726365489831;20
S0299;yes;13.05;3.307231678553024;12.85201872762638;20
S0300;yes;2.73;1.4768417713622934;20.32602584112835;20
S0301;no;1.65;1.1458442033024738;20.932213739626786;18
S0302;yes;10.89;1.2109758086488696;14.438171075683575;19
S0303;yes;11.46;4.336656432833765;14.19992431717305;20
S0304;yes;13.27;1.4718899345122465;12.20169289414406;18
S0305;yes;14.77;1.1806054576491678;11.605096908352294;16
S0306;yes;19.58;2.751599548571649;6.061227635826164;20
S0307;yes;11.15;4.375973887768099;11.999948421096413;20
S0308;yes;6.9;2.049633505957208;17.835961215014095;16
S0309;yes;16.26;2.686850470103665;5.88852650691274;16
S0310;yes;6.02;1.159690130255005;18.726212299748017;20
S0311;yes;9.23;2.7963140565395035;18.008644499835846;16
S0312;yes;2.74;3.3104523225485347;17.969279578131214;20
S0313;no;1.64;3.283628215008579;21.69494761407332;19
S0314;yes;19.54;2.3297067686974606;5.960355621285061;17
S0315;yes;17.27;2.262132722652542;14.514444845708496;19
S0316;yes;14.21;1.4264944757463915;6.949214812503989;16
S0317;yes;8.92;2.467193282585073;12.696163494202786;17
S0318;yes;4.13;1.3979786754918586;21.36839447193337;20
S0319;yes;4.0;4.066383778848207;21.54593347288828;16
S0320;yes;5.65;4.865097190992744;12.378495389992992;16
S0321;yes;11.43;4.880297826666828;14.291583119035735;20
S0322;yes;14.73;4.460284397501575;12.259768184705706;19
S0323;yes;13.27;3.4031685973584764;16.587416305504398;17
S0324;yes;6.88;3.80346278897552;17.027854430997174;20
S0325;yes;18.84;2.1408232107216563;7.439901427970462;20
S0326;yes;14.64;3.5230816806904826;8.065184653509483;20
S0327;yes;11.84;2.82259819775951;15.875327848429428;18
S0328;yes;12.83;2.92806935910773;15.38955671987918;16
S0329;yes;9.11;4.031106241500632;13.1030925546767;19
S0330;yes;5.83;2.1276734223890066;14.076873716291423;18
S0331;yes;7.7;2.2721584467780795;19.033256546339857;20
S0332;yes;15.11;4.698567164514547;6.875830765365578;18
S0333;no;1.21;1.224897179403889;19.7082349276238;17
S0334;yes;2.92;2.942537193653361;15.674487845343286;20
S0335;yes;2.08;4.651203201631446;19.54301457599494;18
S0336;yes;1.65;3.441452031272628;25.74567376183404;19
S0337;yes;17.0;3.1856282968485283;8.61733542563875;16
S0338;yes;14.25;1.9989767169174208;7.674344886846498;18
S0339;yes;10.09;2.373101956257793;15.714474897758564;20
S0340;yes;2.61;4.408193663218771;19.62469271331736;20
S0341;yes;10.05;3.236872527073833;13.680615476020996;20
S0342;yes;10.03;3.0589687750271195;20.738547851438422;18
S0343;yes;4.29;1.3983188541601157;13.440105350143597;19
S0344;yes;9.04;1.0641126258204925;16.287979022720805;18
S0345;yes;8.38;4.854740754748196;13.256221320854117;19
S0346;yes;12.74;2.5079446691473666;11.748813992152549;17
S0347;yes;12.6;3.4128522483980173;8.123414659671504;19
S0348;no;1.35;1.31886029274914;18.36192955956419;18
S0349;yes;7.85;3.732457142892186;15.436387227688456;19
S0350;yes;12.8;4.730266834823844;13.62821389022745;19
S0351;yes;10.61;3.3026610119896787;11.087249691068443;19
S0352;yes;17.71;1.5044612895016425;12.906867943547113;16
S0353;yes;13.75;3.326886109893907;9.328236514549772;16
S0354;yes;3.97;4.065388852418609;20.50726350651752;18
S0355;yes;2.25;2.625666146296074;15.898970568352487;18
S0356;yes;12.88;4.519350991765871;10.763486068006422;20
S0357;no;1.41;3.594731813429458;18.02516006042743;16
S0358;yes;12.01;4.59699567315681;11.740613722928082;20
S0359;yes;18.96;3.494021244989349;11.452776918259325;19
S0360;yes;11.65;1.525151888019297;14.239052962695013;19
S0361;yes;8.48;2.2387668444207565;12.981690170631865;16
S0362;yes;13.65;1.807179793009828;10.73814745301803;20
S0363;yes;9.63;4.635305990867449;10.746547992477469;17
S0364;yes;11.45;4.041600269149931;11.489582739312963;18
S0365;yes;19.09;3.705593475640024;9.47161360607943;20
S0366;yes;8.16;2.2038652785264867;16.681249074540943;20
S0367;yes;19.33;1.736179088200854;6.526336271113088;17
S0368;yes;18.2;4.025804351955648;13.336538838104389;16
S0369;yes;4.68;2.8966317835163187;13.124267182589705;20
S0370;yes;2.0;1.9031582086025165;17.941915272022577;18
S0371;yes;2.84;3.4664879126611003;15.5467159884382;20
S0372;no;1.41;1.161335408553808;23.70095974931412;18
S0373;yes;3.15;2.304681016513014;15.589996388717845;17
S0374;yes;14.24;2.8742279783645386;5.029909587955721;20
S0375;yes;2.92;1.5918333364376234;22.323351972115148;18
S0376;yes;6.77;4.938617910363359;13.685580596201362;18
S0377;yes;17.31;1.836389458358457;8.380189612451773;19
S0378;no;1.41;1.5214125201730622;23.541095504253008;19
S0379;yes;17.12;1.8141394955475856;7.568848434772455;20
S0380;yes;6.05;4.076244532638897;14.040488834772384;19
S0381;no;2.92;2.7020226370873712;19.87805000187433;19
S0382;yes;14.04;3.261663759010152;7.505072675604872;17
S0383;yes;12.28;1.084036627945443;15.51894437374959;19
S0384;yes;17.51;1.1377252342932582;11.67165018012713;19
S0385;yes;14.72;2.7833021993080647;9.551279658724695;19
S0386;yes;16.3;4.266620972806495;8.888674012277654;18
S0387;yes;6.4;4.5409555148302605;17.913458348204806;16
S0388;yes;4.86;1.3468262703825609;15.536220183099095;19
S0389;yes;15.53;3.153452408404091;8.35181137939832;17
S0390;yes;16.14;4.652918745117082;6.760674657740083;17
S0391;yes;19.55;2.551891017591545;6.688395385871409;16
S0392;yes;8.94;4.318263325713474;12.820056272522038;19
S0393;yes;7.62;1.5347826175977448;15.99887707792422;18
S0394;yes;16.29;4.741577958671195;4.189775064581056;18
S0395;yes;7.77;4.00569327012521;17.345315746825968;20
S0396;yes;18.54;4.765337571147606;1.938843199305204;20
S0397;yes;16.79;3.706468934210026;8.109604794435079;18
S0398;yes;9.51;2.453615727997708;17.540109347515347;20
S0399;yes;15.21;4.75272469009889;6.2553244416454135;16
S0400;yes;15.69;2.102267105236714;9.310282010348216;20
S0401;no;2.4;2.32869008824693;16.454236557555333;20
S0402;yes;17.96;3.803233672006961;4.530257736799484;16
S0403;yes;10.56;4.061265198101545;12.207890993479396;18
S0404;yes;16.71;4.717613935396615;10.116811953050592;16
S0405;yes;6.89;1.819209636224838;13.16003454165596;16
S0406;yes;18.2;4.191992140876896;7.68466683954076;16
S0407;yes;8.02;3.9541842135878538;12.933832370884211;19
S0408;yes;1.08;1.2551782250143917;25.23530872662456;18
S0409;yes;18.23;2.548892564840828;6.433543531710498;20
S0410;yes;2.81;2.1310618282403944;20.34127275705324;20
S0411;yes;7.22;2.2179616974161216;11.476163390185476;18
S0412;yes;18.71;4.931787518218803;5.3789295833286985;19
S0413;yes;18.6;3.571109653919712;6.3295073649853535;20
S0414;yes;12.24;3.8707046311739983;10.899454054929263;17
S0415;yes;13.08;4.906470549260037;13.808340464857054;16
S0416;yes;9.25;2.5088071298305548;9.775732346477966;19
S0417;yes;6.98;4.207360673811223;10.989925843109354;20
S0418;yes;7.22;2.738123853217981;14.498578724793113;20
S0419;yes;14.11;4.478134687259919;6.776862307506633;18
S0420;yes;15.3;1.7226301652452127;11.077720716913234;19
S0421;yes;16.64;4.790744708257119;11.108572064332035;17
S0422;yes;16.51;1.8750868336435187;9.040438664752571;16
S0423;yes;2.58;2.304882027923726;17.658563487160762;18
S0424;yes;10.64;4.024768936427122;14.18668751344731;19
S0425;yes;2.2;2.575020566261627;17.86414657384993;20
S0426;yes;11.81;3.4328455070657866;11.6780041628651;20
S0427;yes;9.05;2.778294004277714;16.4247225443437;18
S0428;yes;18.07;3.9694797483591273;6.497084943444072;16
S0429;yes;7.93;1.913325009474444;13.016097971105111;19
S0430;yes;2.62;1.233831948947508;17.961655230144444;18
S0431;yes;3.29;2.199717589892265;15.152244113619275;20
S0432;yes;14.84;2.897234659473721;12.57273829762714;18
S0433;yes;12.63;1.6720802087707145;10.329625574071777;20
S0434;yes;3.06;2.4191891586255547;21.535264969303576;17
S0435;no;2.97;2.599932073174274;21.628734811501506;16
S0436;yes;14.32;1.2295673747530942;11.939001526781574;17
S0437;yes;2.79;3.333228992736818;21.35465912142795;20
S0438;yes;16.19;4.537373711885151;10.069413731610446;19
S0439;yes;13.89;1.6069716518122097;10.82454515337615;16
S0440;yes;2.45;3.391232053606056;16.788568050345418;20
S0441;yes;2.65;3.658956819643385;19.636379028092872;20
S0442;yes;19.74;2.6773387216771534;10.39777006253282;17
S0443;yes;7.44;3.80439034945708;12.003606942115448;18
S0444;yes;7.96;2.642926173964048;16.996395811867842;18
S0445;yes;16.04;3.01854915190974;8.970807017970913;19
S0446;yes;19.2;1.029412178217708;5.8589907936201655;18
S0447;yes;19.85;3.7668804565387553;5.943459326428574;20
S0448;yes;15.01;3.6453707157788977;6.90560108388587;16
S0449;yes;7.94;1.1536035093053782;13.628922840468007;17
S0450;yes;2.19;2.4730004295805323;21.00513909463608;20
S0451;yes;15.73;4.9161273631666695;3.867824471018572;20
S0452;yes;11.86;2.682946250274467;11.836107907787095;18
S0453;yes;8.72;3.007781620527367;14.53529793940784;18
S0454;yes;18.37;4.639720632638874;5.127813647308457;18
S0455;yes;2.88;3.8690475034630256;17.847407253465235;16
S0456;yes;10.08;3.3282805244968943;12.22833433365237;18
S0457;yes;1.1;4.1912187253642905;13.613427387946274;18
S0458;yes;9.55;4.457465065823893;14.243719743218383;18
S0459;no;1.82;2.8275522869490675;20.020232194418224;17
S0460;yes;2.82;2.9004334597273416;18.07480737128285;18
S0461;yes;3.75;2.544203742607343;15.705224267862214;16
S0462;yes;13.32;4.866824560073843;14.839693421380126;17
S0463;yes;14.95;3.7886650171614016;14.655772638791689;16
S0464;yes;12.11;1.3328922648322892;13.446467656464428;19
S0465;yes;19.25;4.451838493252074;10.854934856123265;19
S0466;yes;8.0;2.9222397633450723;15.907607900363168;18
S0467;yes;6.55;1.27501562568995;14.815209573301187;17
S0468;yes;17.72;3.198869020653244;10.28363414627558;16
S0469;no;5.02;2.6686571159028083;20.492623662310884;19
S0470;yes;19.13;4.5109976194505;6.582347178403225;17
S0471;no;1.06;1.8159784144375493;17.676517261477102;20
S0472;yes;18.74;4.305858437968732;10.901599729061497;16
S0473;yes;1.28;3.230754764741811;17.35597021491462;17
S0474;yes;18.34;1.2184412128538762;5.7035166773057;19
S0475;yes;11.48;4.8873812053019385;10.358896994671802;17
